id,thread_number,retweets,likes,replies
960981367080153088,Thread 34,18,124,2
960981767984373760,Thread 34,41,215,4
960982338917158912,Thread 34,16,168,2
960982943593189376,Thread 34,24,149,1
960983668901625856,Thread 34,28,150,2
960984219395616768,Thread 34,41,160,1
960985011255107584,Thread 34,22,125,1
960985520875610112,Thread 34,13,103,1
960986720320671744,Thread 34,24,115,3
960987333494370304,Thread 34,18,103,2
960987791239790592,Thread 34,20,152,19
977661196378693632,Thread 35,2033,2461,72
977663470240858112,Thread 35,163,248,7
977665090005553152,Thread 35,72,154,3
977666478055944192,Thread 35,95,191,3
977667330502086656,Thread 35,81,182,3
977668754099265537,Thread 35,112,194,4
977669724841521152,Thread 35,71,142,4
977670969786445824,Thread 35,80,154,2
977671911965523969,Thread 35,79,143,3
977673731068788737,Thread 35,152,247,7
977675106506784768,Thread 35,70,144,1
977676855108026368,Thread 35,86,163,2
977678174120275969,Thread 35,92,163,4
977680353119760384,Thread 35,106,172,5
977681061600612352,Thread 35,73,154,1
977682298622459904,Thread 35,133,296,10
977683891220721665,Thread 35,164,295,20
976909732467310592,Thread 36,8,16,6
976923731934134272,Thread 36,0,2,1
976923733553287173,Thread 36,0,2,1
976923735805571073,Thread 36,0,1,1
976923741027520519,Thread 36,0,0,2
976923737449693184,Thread 36,0,2,1
976923739374915584,Thread 36,0,0,1
976923742487154690,Thread 36,1,0,1
976923745028886528,Thread 36,0,1,1
976923746643709952,Thread 36,0,0,1
976923748728262658,Thread 36,0,0,1
976923750431014912,Thread 36,1,0,2
976923752004050944,Thread 36,0,0,1
976923757892853760,Thread 36,0,1,1
976923754273046528,Thread 36,0,0,2
976923755942498310,Thread 36,0,3,1
976923759796944897,Thread 36,0,1,2
976923761151741952,Thread 36,0,1,1
976923763668389888,Thread 36,0,0,1
976923765065048066,Thread 36,3,6,1
953874159691534336,Thread 37,7,9,2
953874161755131905,Thread 37,0,0,1
953874165366390784,Thread 37,0,1,1
953874163034415105,Thread 37,0,0,1
953874163982323712,Thread 37,0,0,1
953874166733733888,Thread 37,0,1,1
953874169166532608,Thread 37,0,1,1
953874171829932032,Thread 37,0,0,1
953874173230747648,Thread 37,0,1,1
953874178259681280,Thread 37,0,1,1
953874175243976709,Thread 37,0,0,1
953874176573689856,Thread 37,0,0,1
953874181602578432,Thread 37,0,0,1
953874182680563713,Thread 37,0,1,1
953874179920748544,Thread 37,0,0,1
953874184286949376,Thread 37,2,3,2
953875718215274501,Thread 37,0,2,1
953297197705121792,Thread 38,11,9,1
953297200376934401,Thread 38,2,3,1
953297204210470912,Thread 38,3,3,1
953297205527498753,Thread 38,3,3,1
953297203061288961,Thread 38,3,3,1
953297214285197312,Thread 38,2,2,1
953297211152125953,Thread 38,4,3,1
953297213282832389,Thread 38,2,2,1
953297218060025856,Thread 38,2,2,1
953297216864694272,Thread 38,2,2,1
953297215363141632,Thread 38,2,2,1
953297218999644160,Thread 38,2,2,1
953297220077486080,Thread 38,2,2,1
953297221117710336,Thread 38,2,2,1
953297222069780486,Thread 38,4,4,1
953297226603909121,Thread 38,3,3,2
953297227887325191,Thread 38,20,23,3
953361571375386624,Thread 38,0,0,1
976988852995919873,Thread 39,10,30,5
976989015923621890,Thread 39,3,24,1
976989110501040129,Thread 39,2,21,1
976989295058870272,Thread 39,7,30,1
976989464525406208,Thread 39,2,26,1
976989737692155904,Thread 39,1,28,3
976989975727280129,Thread 39,14,49,8
976990116223815680,Thread 39,2,14,1
976990208003596288,Thread 39,2,13,1
976990342456147968,Thread 39,1,14,1
976990456880955393,Thread 39,5,12,1
976990530394644480,Thread 39,4,18,2
976990674389274624,Thread 39,5,31,6
976990875275464705,Thread 39,7,27,6
976991039985799169,Thread 39,5,18,1
976991219334176773,Thread 39,7,22,1
976991308383510528,Thread 39,23,72,8
984268938568544256,Thread 40,1840,5966,75
984268939570982912,Thread 40,27,253,6
984268942536421376,Thread 40,61,442,4
984268943391993856,Thread 40,29,273,2
984268944537088000,Thread 40,26,256,3
984268947464728577,Thread 40,28,384,7
984268946575572993,Thread 40,32,412,5
984268945656954880,Thread 40,37,409,8
984268948324548609,Thread 40,28,353,6
984268949138255872,Thread 40,26,262,4
984268950954364929,Thread 40,35,349,5
984268950136537088,Thread 40,33,263,5
984268952556597248,Thread 40,72,402,5
984268951726075905,Thread 40,71,397,6
984268957044555777,Thread 40,57,638,4
984268956121743361,Thread 40,20,242,1
984268955224174593,Thread 40,25,204,2
984268953521242112,Thread 40,77,504,2
984268954330775554,Thread 40,21,228,24
956120155586793472,Thread 41,157,149,12
956120157176332288,Thread 41,35,52,1
956120159533617152,Thread 41,20,39,1
956120161106325504,Thread 41,22,38,1
956120165292347392,Thread 41,22,41,1
956120163828535297,Thread 41,19,39,1
956120169281146881,Thread 41,18,33,1
956120167863521280,Thread 41,20,42,2
956120171307036672,Thread 41,18,30,1
956120173077024769,Thread 41,15,24,1
956120176281440256,Thread 41,14,29,1
956120182006665216,Thread 41,23,39,1
956120178277912577,Thread 41,16,28,1
956120180538605568,Thread 41,19,31,3
956120185982869504,Thread 41,35,47,2
956120184225484800,Thread 41,18,33,2
956120188059078657,Thread 41,38,52,5
929388000433160192,Thread 42,4,6,2
929388980793090049,Thread 42,2,2,1
929390490356559872,Thread 42,3,1,1
929392496878030854,Thread 42,0,1,1
929397866732253184,Thread 42,0,1,1
929399014163755009,Thread 42,0,1,1
929400131299840000,Thread 42,4,3,2
929406802294325248,Thread 42,1,2,1
929407453367648257,Thread 42,1,2,1
929407797388656640,Thread 42,3,2,1
929408855447977984,Thread 42,4,5,2
929411158242500608,Thread 42,0,1,1
929412698110025728,Thread 42,0,0,1
929413304631431170,Thread 42,0,0,2
929416011228487680,Thread 42,1,0,1
929417294874152961,Thread 42,0,0,1
929423914521935872,Thread 42,2,0,0
989582551021903872,Thread 43,967,1631,86
989582792974450688,Thread 43,70,208,6
989582986625536000,Thread 43,86,231,7
989583159434952704,Thread 43,64,196,5
989583454181326848,Thread 43,81,208,7
989583719395553282,Thread 43,91,226,5
989583937755213824,Thread 43,68,209,2
989584165141078017,Thread 43,67,185,6
989584361660952576,Thread 43,62,174,6
989584558545752064,Thread 43,71,187,8
989584780319600640,Thread 43,67,191,8
989584964831227904,Thread 43,68,209,11
989585190564511744,Thread 43,73,201,4
989585389043118080,Thread 43,70,192,7
989585636154724353,Thread 43,75,194,8
989585835606462464,Thread 43,103,297,6
989586043526565888,Thread 43,77,253,27
987080585561731072,Thread 44,18,20,2
987080591198900224,Thread 44,11,8,1
987080595023986688,Thread 44,7,8,2
987080597117046786,Thread 44,2,5,1
987080599801356288,Thread 44,2,8,1
987080606688440321,Thread 44,4,5,1
989868535982764037,Thread 44,9,11,3
989868538654609408,Thread 44,10,14,1
989868541515063308,Thread 44,6,7,1
989868545688391681,Thread 44,5,6,1
989868548427313153,Thread 44,4,9,2
989868553041072129,Thread 44,2,4,1
989868562679521280,Thread 44,4,5,2
989868559470907392,Thread 44,5,7,1
989868565221212160,Thread 44,2,4,1
989868574775889931,Thread 44,3,4,1
989868572167102465,Thread 44,2,5,1
989868579263741953,Thread 44,2,4,0
957207344600948736,Thread 45,203,238,15
957211074947817472,Thread 45,67,77,4
957215743510069248,Thread 45,76,83,6
957219423550517248,Thread 45,88,112,4
957220837207130117,Thread 45,65,101,7
957263814507995136,Thread 45,92,115,9
957298227325235200,Thread 45,55,74,9
957303411283714048,Thread 45,40,74,5
957315290294927360,Thread 45,61,72,2
957321687908859905,Thread 45,65,77,2
957324593009590272,Thread 45,66,77,3
957330556206764032,Thread 45,66,74,8
957420992598441984,Thread 45,49,62,4
957424004398133249,Thread 45,80,108,7
957427049097977856,Thread 45,64,77,3
957430975692075008,Thread 45,108,116,4
977281204432105472,Thread 46,8,9,2
977283519515955201,Thread 46,0,5,1
977287257240596480,Thread 46,0,3,1
977288188275429377,Thread 46,1,6,1
977291495697825792,Thread 46,0,4,1
977294095596097536,Thread 46,0,6,1
977300844814241793,Thread 46,2,2,1
977302964158238721,Thread 46,3,6,1
977304134423580679,Thread 46,4,8,2
977307153223561217,Thread 46,1,3,1
977310095343222784,Thread 46,2,4,2
977314251273621509,Thread 46,3,4,2
977319232508694528,Thread 46,1,4,1
977320939485614085,Thread 46,2,3,1
977323164995936258,Thread 46,2,3,2
977327134506074112,Thread 46,7,11,2
977327673222479872,Thread 46,0,0,2
972374631716933632,Thread 47,3,8,3
972374648053788672,Thread 47,0,0,1
972374652814323712,Thread 47,0,0,1
972374654408101890,Thread 47,0,0,1
972374656064815104,Thread 47,0,0,1
972374678558924801,Thread 47,0,0,1
972374700444868608,Thread 47,0,0,1
972374704223858688,Thread 47,0,0,1
972374706954424320,Thread 47,0,0,1
972374709504536577,Thread 47,0,0,1
972374712117551104,Thread 47,0,0,1
972374716236357633,Thread 47,0,0,1
972374717758832640,Thread 47,0,0,1
972374721022095360,Thread 47,0,0,1
972374719377936384,Thread 47,0,0,1
972374723706449920,Thread 47,0,0,1
972374726239817728,Thread 47,0,0,1
972374728815075328,Thread 47,0,0,1
970442051966980098,Thread 48,5,59,1
970442203536470016,Thread 48,1,9,1
970445346282274816,Thread 48,5,14,1
970446416165392384,Thread 48,5,18,1
970456841598709760,Thread 48,1,10,1
970458247005179904,Thread 48,2,8,1
970460132927770624,Thread 48,2,5,1
970460904369410048,Thread 48,2,10,1
970461956586004480,Thread 48,1,9,1
970463328635105281,Thread 48,2,11,1
970463770416959489,Thread 48,2,13,1
970464505909207040,Thread 48,1,18,23
970467192058908672,Thread 48,1,6,1
970468275946770437,Thread 48,1,6,1
970477867032334341,Thread 48,3,9,1
970500041189314561,Thread 48,3,9,1
970516025283358720,Thread 48,2,4,1
970516865276575744,Thread 48,2,11,1
970519280344289280,Thread 48,3,11,1
970521549735424001,Thread 48,2,18,0
969310404064305153,Thread 49,8,13,1
969310725377282048,Thread 49,3,10,1
969311273258225664,Thread 49,1,5,1
969311541693644807,Thread 49,1,3,1
969638551980793856,Thread 49,4,10,1
969640391770361858,Thread 49,2,5,2
969641091464089601,Thread 49,2,3,1
970127854687137792,Thread 49,2,4,1
970128693405343745,Thread 49,1,1,1
970129087346958336,Thread 49,0,1,1
970129665267519489,Thread 49,0,1,1
970130162334470144,Thread 49,0,1,1
970131194221297664,Thread 49,0,0,1
970132339975172096,Thread 49,0,2,1
970473492075466752,Thread 49,0,5,1
971499450865733632,Thread 49,1,3,2
943350106153156610,Thread 50,5906,5413,323
943350956196089857,Thread 50,1849,1965,0
943351817475379200,Thread 50,1337,1558,0
943352395677011968,Thread 50,1525,1668,0
943353694984310786,Thread 50,1528,1747,0
943354577482670080,Thread 50,1082,1387,0
943355398073012224,Thread 50,1297,1545,0
943356520275857408,Thread 50,1342,1656,0
943357535507173376,Thread 50,1611,1774,0
943358706468773889,Thread 50,1511,1646,0
943364597096083456,Thread 50,1809,2065,0
943376277938913280,Thread 50,1588,1724,0
943385872312942592,Thread 50,904,1203,0
943443577639600129,Thread 50,1172,1373,0
943443868707536896,Thread 50,848,1211,0
944002192234524674,Thread 50,695,1023,0
957899558196887553,Thread 50,495,765,13
968573414951628805,Thread 50,545,753,7
985987058366738432,Thread 50,867,1185,0
978211135005577217,Thread 51,23,41,4
978211140550516736,Thread 51,0,3,1
978211144665108480,Thread 51,0,2,1
978211142458847237,Thread 51,0,2,1
978211146934247424,Thread 51,0,3,1
978211149178163200,Thread 51,0,3,1
978211151195656192,Thread 51,0,3,1
978211153334755328,Thread 51,0,4,1
978211155712925696,Thread 51,0,3,1
978211157495382016,Thread 51,0,4,1
978211160376991744,Thread 51,0,4,1
978211162390134784,Thread 51,0,3,1
978211164168638464,Thread 51,0,4,1
978211166953660418,Thread 51,0,3,1
978211168832585728,Thread 51,0,3,1
978211171105943552,Thread 51,1,3,2
978211173266022401,Thread 51,0,3,1
978211176826986496,Thread 51,0,10,1
978211175124135937,Thread 51,0,4,1
966394628835631105,Thread 52,401,504,62
966394630643253248,Thread 52,50,75,7
966394638109216768,Thread 52,41,58,4
966394640558587905,Thread 52,37,50,1
966394642483896321,Thread 52,36,48,1
966394644828389381,Thread 52,37,51,1
966394649563881472,Thread 52,37,49,1
966394647475040257,Thread 52,39,52,2
966394654257229826,Thread 52,34,49,2
966394651719725056,Thread 52,36,49,1
966394656685772800,Thread 52,32,48,1
966394662738067458,Thread 52,34,54,1
966394661035225088,Thread 52,31,49,1
966394658573160449,Thread 52,32,48,2
966394664722075650,Thread 52,36,65,1
966394670568955904,Thread 52,154,233,4
966394667154788352,Thread 52,47,85,59
979179691448795136,Thread 53,226,423,25
979179874798546944,Thread 53,66,195,5
979180228776902656,Thread 53,42,162,3
979180329888960512,Thread 53,23,120,2
979180537020469249,Thread 53,27,133,3
979180641680945152,Thread 53,31,142,1
979180851022843904,Thread 53,44,192,2
979181007487123456,Thread 53,35,169,1
979181138978643969,Thread 53,34,168,2
979181394189475841,Thread 53,47,207,4
979181660385062913,Thread 53,53,232,2
979181889960341504,Thread 53,53,223,1
979182101139308544,Thread 53,48,224,2
979182307176202240,Thread 53,49,226,7
979182412478365697,Thread 53,36,213,1
979182679349325824,Thread 53,67,392,11
979182937965977602,Thread 53,85,372,23
979167463441969153,Thread 54,471,1329,121
979167733362262016,Thread 54,67,332,6
979168191938052096,Thread 54,49,278,1
979168427226021888,Thread 54,56,324,5
979168793615245312,Thread 54,152,541,23
979168975404675072,Thread 54,62,361,5
979169346114043905,Thread 54,39,197,4
979169813149790208,Thread 54,43,228,1
979169945643769857,Thread 54,47,206,3
979170319482040320,Thread 54,39,204,1
979170636806287360,Thread 54,32,194,3
979170877295112192,Thread 54,32,176,1
979171562057166848,Thread 54,33,185,1
979171821676150784,Thread 54,49,228,5
979172107065032704,Thread 54,37,231,6
979172211301888000,Thread 54,40,297,12
979184876782944256,Thread 54,68,229,20
978824267314774016,Thread 55,24,70,25
978824265830096896,Thread 55,219,407,5
978824268342439938,Thread 55,28,88,1
978824269567111168,Thread 55,21,67,1
978824272066916352,Thread 55,20,71,1
978824270783553536,Thread 55,21,68,2
978824276861005825,Thread 55,34,107,1
978824275552485376,Thread 55,49,124,2
978824274260631552,Thread 55,24,84,2
978824273140723712,Thread 55,22,68,1
978824279960637440,Thread 55,48,135,1
978824277813215234,Thread 55,71,154,5
978824278731706368,Thread 55,55,133,3
978824280971526144,Thread 55,42,125,3
978824283081261056,Thread 55,199,515,11
978824283991322624,Thread 55,40,200,23
979154174775619584,Thread 56,327,522,31
979154262986018816,Thread 56,41,108,11
979154356879659008,Thread 56,30,83,7
979154403948224512,Thread 56,25,71,4
979154507505504256,Thread 56,36,98,2
979154565323984897,Thread 56,32,106,4
979154762053619713,Thread 56,36,112,3
979154909386956801,Thread 56,32,95,1
979155052500848640,Thread 56,40,90,1
979155233954783232,Thread 56,28,82,1
979155398669295617,Thread 56,34,108,7
979155574758760449,Thread 56,34,129,3
979155748289695749,Thread 56,23,60,7
979156041752555521,Thread 56,25,88,1
979156269108998144,Thread 56,42,105,5
979156578183020544,Thread 56,27,80,4
979156696705720320,Thread 56,41,108,3
979156754343845889,Thread 56,83,165,29
979157594546888704,Thread 57,7,10,3
979157599592615936,Thread 57,1,2,1
979157606311911425,Thread 57,2,2,1
979157612167139328,Thread 57,2,3,1
979157618366271488,Thread 57,3,5,1
979157662234443777,Thread 57,2,4,1
979157669809459201,Thread 57,1,3,1
979157674565799936,Thread 57,1,3,1
979157679754088448,Thread 57,3,3,1
979157684611178496,Thread 57,1,2,1
979157689719812096,Thread 57,1,2,1
979157695809900544,Thread 57,2,4,1
979157700624953344,Thread 57,1,2,1
979157706283024384,Thread 57,1,3,1
979157711630880768,Thread 57,1,5,1
979157716705964033,Thread 57,1,3,2
969324622436077571,Thread 58,56,48,4
969324624889729025,Thread 58,4,3,1
969324628568084481,Thread 58,3,1,1
969324633001426944,Thread 58,7,4,1
969324637602623490,Thread 58,7,2,1
969324640660312064,Thread 58,3,2,1
969324644212903942,Thread 58,4,4,1
969324646695866369,Thread 58,6,6,1
969324654178521089,Thread 58,5,3,1
969324658066710530,Thread 58,3,4,1
969324665054351360,Thread 58,4,2,1
969324668648853505,Thread 58,5,4,1
969324671660429313,Thread 58,4,2,2
969324676710354944,Thread 58,4,4,1
969324681982509056,Thread 58,5,3,1
969324686676021248,Thread 58,4,3,0
985943809996472320,Thread 59,194,284,7
985947083910799360,Thread 59,77,100,2
985949647465168896,Thread 59,78,88,1
985951335072739328,Thread 59,83,102,1
985953288859234304,Thread 59,43,66,1
985953997897875456,Thread 59,35,45,1
985957084091969536,Thread 59,46,60,2
985957942737354752,Thread 59,37,46,1
985961444268109824,Thread 59,66,71,1
985961956338102272,Thread 59,46,56,2
985964405555740672,Thread 59,38,55,2
985966202399834112,Thread 59,49,60,2
985967657433223168,Thread 59,40,57,1
985968218727591936,Thread 59,48,71,5
985972796286103553,Thread 59,59,74,3
985974022625095682,Thread 59,22,29,4
979081773006106625,Thread 60,66,45,19
979081786327265281,Thread 60,25,15,3
979081782871183361,Thread 60,24,13,1
979081788709654528,Thread 60,37,21,4
979081791498747904,Thread 60,27,17,1
979081794006999040,Thread 60,49,25,1
979081797408567296,Thread 60,49,35,4
979081800579510273,Thread 60,55,31,4
979081806317223939,Thread 60,40,26,1
979081803767189504,Thread 60,23,13,1
979081811430203398,Thread 60,41,28,3
979081809240756224,Thread 60,59,48,1
979081813938274304,Thread 60,40,29,3
979081819801968640,Thread 60,42,22,2
979081817276985345,Thread 60,38,34,3
979081823606198277,Thread 60,55,41,2
979081826361802754,Thread 60,40,29,5
979081830749147139,Thread 60,26,32,8
979081828568092672,Thread 60,41,49,16
979043790814982145,Thread 61,323,247,18
979044700345675781,Thread 61,48,42,2
979046084927373312,Thread 61,31,33,1
979047197596463104,Thread 61,29,28,1
979048355337613312,Thread 61,46,42,3
979049028083056640,Thread 61,37,41,2
979049522239217666,Thread 61,29,32,1
979051868893601792,Thread 61,31,32,2
979052995370299392,Thread 61,32,37,1
979053545025560576,Thread 61,35,51,1
979054033787736064,Thread 61,42,67,3
979060195790749696,Thread 61,16,30,1
979061165102743552,Thread 61,21,29,3
979062342947229697,Thread 61,52,56,3
979062485247434752,Thread 61,26,27,2
979069271090257921,Thread 61,17,19,4
979044175474765826,Thread 62,13,18,2
979045756748394497,Thread 62,7,13,2
979046627867578368,Thread 62,5,14,2
979053992444682245,Thread 62,14,23,2
979103766237638656,Thread 62,7,8,1
979106674475765760,Thread 62,4,8,2
979112228841340928,Thread 62,5,5,2
979114748292804610,Thread 62,0,3,1
979116580889092096,Thread 62,5,6,1
979122092628172800,Thread 62,1,3,1
979122378922971137,Thread 62,1,3,1
979126244120899584,Thread 62,10,11,6
979127027075870720,Thread 62,10,8,1
979128954840911872,Thread 62,6,7,2
979130743719784449,Thread 62,1,3,1
979130885218951168,Thread 62,0,0,2
979097233277771778,Thread 63,99,261,4
979097684643581953,Thread 63,3,25,1
979098304402395136,Thread 63,3,20,1
979098595570995200,Thread 63,5,37,2
979099224179658759,Thread 63,5,23,1
979099601146925056,Thread 63,5,21,1
979100047764795392,Thread 63,4,23,1
979100410878230528,Thread 63,3,23,1
979100918904958979,Thread 63,4,24,1
979101260065464325,Thread 63,3,19,1
979101673904799745,Thread 63,2,17,1
979102192668995584,Thread 63,2,17,2
979102565563551744,Thread 63,2,13,1
979103059430313985,Thread 63,3,9,1
979103754652962818,Thread 63,0,3,3
979105515774017536,Thread 63,2,9,2
979108744775847937,Thread 63,0,6,2
983383528921542659,Thread 64,16,27,1
983385585506136064,Thread 64,4,12,1
983386616218701824,Thread 64,1,6,1
983387087637565440,Thread 64,2,4,1
983387784001056768,Thread 64,2,3,1
983388194501808129,Thread 64,1,3,1
983388569682284545,Thread 64,3,2,1
983389461122830336,Thread 64,1,2,1
983389945673940994,Thread 64,3,3,1
983390943738060800,Thread 64,1,3,1
983391523860512768,Thread 64,1,4,1
983391893768765440,Thread 64,3,3,2
983392238494535680,Thread 64,3,5,1
983393964643504128,Thread 64,3,2,1
983394486968639488,Thread 64,2,2,2
983395117502525440,Thread 64,4,5,1
983395696836521984,Thread 64,2,1,1
983397431038574592,Thread 64,0,1,1
973769227739025408,Thread 65,10,15,1
973769229404164096,Thread 65,0,1,1
973769233141321728,Thread 65,0,1,1
973769231199363073,Thread 65,0,1,1
973769237411049473,Thread 65,0,2,1
973769234978353154,Thread 65,0,3,1
973769242914025476,Thread 65,0,2,1
973769241055977472,Thread 65,0,1,1
973769239302635520,Thread 65,0,4,1
973769246613393409,Thread 65,0,2,1
973769244876951552,Thread 65,0,1,1
973769589623488512,Thread 65,0,3,1
973770111994777601,Thread 65,1,2,2
973770546474377216,Thread 65,0,1,1
973771373138120705,Thread 65,0,3,1
973771375323336704,Thread 65,5,9,1
973774326041280512,Thread 65,2,6,1
979007061424996352,Thread 66,1390,2245,79
979007296054415362,Thread 66,22,156,2
979007522727186437,Thread 66,22,169,14
979007669112655872,Thread 66,30,207,1
979007876952928257,Thread 66,26,229,2
979008101629284352,Thread 66,90,566,5
979008266473824256,Thread 66,64,412,3
979008471357100038,Thread 66,16,120,3
979008684767567872,Thread 66,17,114,2
979008867848699904,Thread 66,21,148,1
979009102264365056,Thread 66,56,407,1
979009420360380416,Thread 66,26,235,1
979009713185619971,Thread 66,18,171,1
979009875614289921,Thread 66,18,183,4
979010583763746817,Thread 66,20,188,2
979010760755073025,Thread 66,15,149,2
979010946134880256,Thread 66,14,144,1
979011210124414976,Thread 66,42,299,2
979012439198130182,Thread 66,84,669,21
971362384710430720,Thread 67,1342,1558,47
971362511319633920,Thread 67,13,42,2
971362730006470656,Thread 67,12,46,2
971363011507171328,Thread 67,11,33,1
971363254491582464,Thread 67,9,31,1
971363446469120002,Thread 67,10,55,1
971363694973280257,Thread 67,11,36,1
971364015258599429,Thread 67,10,34,1
971364283509559296,Thread 67,12,71,2
971364435544690688,Thread 67,9,158,5
971364638574235648,Thread 67,7,52,1
971364846519414785,Thread 67,6,59,2
971365010168598528,Thread 67,9,93,4
971365177005309957,Thread 67,15,68,3
971365378378133504,Thread 67,11,87,1
971365651792220161,Thread 67,47,360,25
971753209915166720,Thread 67,46,209,6
946240941102419969,Thread 68,91,145,19
946240939986743297,Thread 68,264,337,3
946240942259998720,Thread 68,55,104,4
